Y	M	D	H	T
2021	3	31	1	9.23
2021	3	31	2	8.92
2021	3	31	3	8.68
2021	3	31	4	8.61
2021	3	31	5	8.78
2021	3	31	6	12.54
2021	3	31	7	16.53
2021	3	31	8	20.27
2021	3	31	9	22.81
2021	3	31	10	24.65
2021	3	31	11	25.66
2021	3	31	12	25.94
2021	3	31	13	25.38
2021	3	31	14	23.98
2021	3	31	15	22.75
2021	3	31	16	22.02
2021	3	31	17	19.22
2021	3	31	18	16.56
2021	3	31	19	15.89
2021	3	31	20	14.48
2021	3	31	21	13.48
2021	3	31	22	12.69
2021	3	31	23	11.92
2021	4	1	0	11.07
2021	4	1	1	10.27
2021	4	1	2	9.57
2021	4	1	3	9
2021	4	1	4	8.61
2021	4	1	5	8.55
2021	4	1	6	12.69
2021	4	1	7	16.65
2021	4	1	8	19.27
2021	4	1	9	21.27
2021	4	1	10	22.94
2021	4	1	11	24.17
2021	4	1	12	24.9
2021	4	1	13	25.12
2021	4	1	14	24.78
2021	4	1	15	23.87
2021	4	1	16	22.3
2021	4	1	17	18.76
2021	4	1	18	15.45
2021	4	1	19	14.16
2021	4	1	20	12.99
2021	4	1	21	11.91
2021	4	1	22	11.05
2021	4	1	23	10.31
2021	4	2	0	9.6
2021	4	2	1	8.9
2021	4	2	2	8.34
2021	4	2	3	8.01
2021	4	2	4	8.04
2021	4	2	5	8.48
2021	4	2	6	12.73
2021	4	2	7	17.21
2021	4	2	8	19.91
2021	4	2	9	21.94
2021	4	2	10	23.66
2021	4	2	11	25
2021	4	2	12	25.89
2021	4	2	13	26.29
2021	4	2	14	26.15
2021	4	2	15	25.43
2021	4	2	16	23.98
2021	4	2	17	20.54
2021	4	2	18	17.15
2021	4	2	19	14.27
2021	4	2	20	12.89
2021	4	2	21	12.06
2021	4	2	22	11.03
2021	4	2	23	10.39
2021	4	3	0	10.38
2021	4	3	1	10.6
2021	4	3	2	10.67
2021	4	3	3	10.54
2021	4	3	4	10.27
2021	4	3	5	10.05
2021	4	3	6	13.42
2021	4	3	7	17.83
2021	4	3	8	20.9
2021	4	3	9	23.2
2021	4	3	10	25.01
2021	4	3	11	26.23
2021	4	3	12	26.94
2021	4	3	13	27.16
2021	4	3	14	27.01
2021	4	3	15	26.33
2021	4	3	16	24.96
2021	4	3	17	21.44
2021	4	3	18	18.77
2021	4	3	19	17.21
2021	4	3	20	15.53
2021	4	3	21	14.23
2021	4	3	22	13.23
2021	4	3	23	12.58
2021	4	4	0	12.18
2021	4	4	1	11.98
2021	4	4	2	11.77
2021	4	4	3	12.13
2021	4	4	4	12.27
2021	4	4	5	12.44
2021	4	4	6	14.32
2021	4	4	7	16.8
2021	4	4	8	19.58
2021	4	4	9	22.55
2021	4	4	10	24.9
2021	4	4	11	26.26
2021	4	4	12	26.89
2021	4	4	13	26.97
2021	4	4	14	26.55
2021	4	4	15	25.57
2021	4	4	16	24.04
2021	4	4	17	20.74
2021	4	4	18	17.19
2021	4	4	19	15.62
2021	4	4	20	14.37
2021	4	4	21	13.69
2021	4	4	22	13.24
2021	4	4	23	12.94
2021	4	5	0	12.88
2021	4	5	1	12.84
2021	4	5	2	13.04
2021	4	5	3	13.65
2021	4	5	4	14.01
2021	4	5	5	14.22
2021	4	5	6	16.39
2021	4	5	7	20.46
2021	4	5	8	23.16
2021	4	5	9	24.53
2021	4	5	10	25.78
2021	4	5	11	26.57
2021	4	5	12	26.15
2021	4	5	13	25.69
2021	4	5	14	25.55
2021	4	5	15	25.29
2021	4	5	16	24.33
2021	4	5	17	21.3
2021	4	5	18	18.6
2021	4	5	19	17.57
2021	4	5	20	16.7
2021	4	5	21	16.18
2021	4	5	22	15.98
2021	4	5	23	15.81
2021	4	6	0	15.53
2021	4	6	1	15.32
2021	4	6	2	15.16
2021	4	6	3	15.05
2021	4	6	4	15.01
2021	4	6	5	15.2
2021	4	6	6	17.76
2021	4	6	7	21.79
2021	4	6	8	24.48
2021	4	6	9	26.24
2021	4	6	10	27.63
2021	4	6	11	28.62
2021	4	6	12	29.15
2021	4	6	13	29.17
2021	4	6	14	28.69
2021	4	6	15	27.68
2021	4	6	16	26.11
2021	4	6	17	22.58
2021	4	6	18	18.85
2021	4	6	19	17.44
2021	4	6	20	16.39
2021	4	6	21	15.75
2021	4	6	22	15.49
2021	4	6	23	15.37
2021	4	7	0	15.35
2021	4	7	1	15.34
2021	4	7	2	15.21
2021	4	7	3	14.9
2021	4	7	4	14.51
2021	4	7	5	14.36
2021	4	7	6	17.45
2021	4	7	7	22.35
2021	4	7	8	24.9
2021	4	7	9	26.55
2021	4	7	10	27.8
2021	4	7	11	28.65
2021	4	7	12	29.05
2021	4	7	13	28.92
2021	4	7	14	28.29
2021	4	7	15	27.08
2021	4	7	16	25.44
2021	4	7	17	22.16
2021	4	7	18	18.38
2021	4	7	19	16.98
2021	4	7	20	15.84
2021	4	7	21	14.91
2021	4	7	22	14.16
2021	4	7	23	13.65
2021	4	8	0	13.38
2021	4	8	1	13.16
2021	4	8	2	12.89
2021	4	8	3	12.62
2021	4	8	4	12.46
2021	4	8	5	12.73
2021	4	8	6	17.17
2021	4	8	7	22.19
2021	4	8	8	25.12
2021	4	8	9	27.07
2021	4	8	10	28.7
2021	4	8	11	29.89
2021	4	8	12	30.65
2021	4	8	13	30.89
2021	4	8	14	30.54
2021	4	8	15	29.53
2021	4	8	16	27.82
2021	4	8	17	24
2021	4	8	18	20.23
2021	4	8	19	18.92
2021	4	8	20	17.74
2021	4	8	21	16.53
2021	4	8	22	15.48
2021	4	8	23	14.81
2021	4	9	0	14.68
2021	4	9	1	14.6
2021	4	9	2	14.69
2021	4	9	3	14.8
2021	4	9	4	15.12
2021	4	9	5	15.83
2021	4	9	6	18.96
2021	4	9	7	23.19
2021	4	9	8	26.12
2021	4	9	9	27.92
2021	4	9	10	29.26
2021	4	9	11	30.16
2021	4	9	12	30.58
2021	4	9	13	30.48
2021	4	9	14	29.94
2021	4	9	15	28.9
2021	4	9	16	27.36
2021	4	9	17	23.55
2021	4	9	18	19.59
2021	4	9	19	18.12
2021	4	9	20	16.9
2021	4	9	21	15.94
2021	4	9	22	15.3
2021	4	9	23	15.04
2021	4	10	0	14.98
2021	4	10	1	15.01
2021	4	10	2	15.15
2021	4	10	3	15.2
2021	4	10	4	15
2021	4	10	5	14.91
2021	4	10	6	18.08
2021	4	10	7	22.25
2021	4	10	8	24.39
2021	4	10	9	25.79
2021	4	10	10	26.9
2021	4	10	11	27.86
2021	4	10	12	28.45
2021	4	10	13	28.51
2021	4	10	14	28.05
2021	4	10	15	27.09
2021	4	10	16	25.7
2021	4	10	17	22.81
2021	4	10	18	19.32
2021	4	10	19	18.1
2021	4	10	20	17.05
2021	4	10	21	16.26
2021	4	10	22	15.65
2021	4	10	23	15.09
2021	4	11	0	14.65
2021	4	11	1	14.33
2021	4	11	2	14.22
2021	4	11	3	14.46
2021	4	11	4	14.86
2021	4	11	5	15.39
2021	4	11	6	18.77
2021	4	11	7	22.94
2021	4	11	8	25.26
2021	4	11	9	26.9
2021	4	11	10	28.19
2021	4	11	11	29.13
2021	4	11	12	29.67
2021	4	11	13	29.74
2021	4	11	14	29.33
2021	4	11	15	28.44
2021	4	11	16	27.06
2021	4	11	17	24.4
2021	4	11	18	20.95
2021	4	11	19	19.64
2021	4	11	20	18.58
2021	4	11	21	17.85
2021	4	11	22	17.14
2021	4	11	23	16.51
2021	4	12	0	16.05
2021	4	12	1	15.62
2021	4	12	2	15.33
2021	4	12	3	15.29
2021	4	12	4	15.28
2021	4	12	5	15.48
2021	4	12	6	19.33
2021	4	12	7	23.94
2021	4	12	8	26.44
2021	4	12	9	28.08
2021	4	12	10	29.33
2021	4	12	11	30.19
2021	4	12	12	30.55
2021	4	12	13	30.37
2021	4	12	14	29.74
2021	4	12	15	28.7
2021	4	12	16	27.26
2021	4	12	17	24.26
2021	4	12	18	20.43
2021	4	12	19	19.15
2021	4	12	20	18.16
2021	4	12	21	17.37
2021	4	12	22	16.72
2021	4	12	23	16.14
2021	4	13	0	15.65
2021	4	13	1	15.31
2021	4	13	2	15.06
2021	4	13	3	14.88
2021	4	13	4	14.89
2021	4	13	5	15.46
2021	4	13	6	19.25
2021	4	13	7	23.78
2021	4	13	8	26.9
2021	4	13	9	28.52
2021	4	13	10	29.05
2021	4	13	11	29.18
2021	4	13	12	28.93
2021	4	13	13	28.76
2021	4	13	14	28.74
2021	4	13	15	27.99
2021	4	13	16	26.66
2021	4	13	17	24.58
2021	4	13	18	21.9
2021	4	13	19	20.48
2021	4	13	20	19.43
2021	4	13	21	18.76
2021	4	13	22	18.22
2021	4	13	23	17.71
2021	4	14	0	17.12
2021	4	14	1	16.59
2021	4	14	2	16.19
2021	4	14	3	15.99
2021	4	14	4	16.01
2021	4	14	5	16.47
2021	4	14	6	20.16
2021	4	14	7	24.42
2021	4	14	8	26.9
2021	4	14	9	28.62
2021	4	14	10	29.97
2021	4	14	11	30.83
2021	4	14	12	31.23
2021	4	14	13	31.19
2021	4	14	14	30.71
2021	4	14	15	29.8
2021	4	14	16	28.44
2021	4	14	17	26.07
2021	4	14	18	23.01
2021	4	14	19	21.7
2021	4	14	20	20.55
2021	4	14	21	20.28
2021	4	14	22	20.75
2021	4	14	23	20.69
2021	4	15	0	19.87
2021	4	15	1	18.74
2021	4	15	2	17.97
2021	4	15	3	17.67
2021	4	15	4	17.4
2021	4	15	5	17.58
2021	4	15	6	20.63
2021	4	15	7	23.81
2021	4	15	8	26.33
2021	4	15	9	28.06
2021	4	15	10	29.51
2021	4	15	11	30.51
2021	4	15	12	31.07
2021	4	15	13	31.23
2021	4	15	14	30.92
2021	4	15	15	30.12
2021	4	15	16	28.82
2021	4	15	17	26.15
2021	4	15	18	22.73
2021	4	15	19	21.25
2021	4	15	20	19.8
2021	4	15	21	18.8
2021	4	15	22	18.3
2021	4	15	23	17.69
2021	4	16	0	17.21
2021	4	16	1	17.13
2021	4	16	2	17.3
2021	4	16	3	17.51
2021	4	16	4	17.82
2021	4	16	5	18.15
2021	4	16	6	20.55
2021	4	16	7	24.56
2021	4	16	8	27.26
2021	4	16	9	29.02
2021	4	16	10	30.27
2021	4	16	11	31.09
2021	4	16	12	31.46
2021	4	16	13	31.41
2021	4	16	14	30.91
2021	4	16	15	29.94
2021	4	16	16	28.48
2021	4	16	17	25.92
2021	4	16	18	22.48
2021	4	16	19	21.05
2021	4	16	20	20.22
2021	4	16	21	19.9
2021	4	16	22	19.76
2021	4	16	23	19.69
2021	4	17	0	19.72
2021	4	17	1	19.81
2021	4	17	2	19.95
2021	4	17	3	19.55
2021	4	17	4	18.99
2021	4	17	5	18.62
2021	4	17	6	20.82
2021	4	17	7	23.3
2021	4	17	8	24.43
2021	4	17	9	25.15
2021	4	17	10	25.8
2021	4	17	11	26.14
2021	4	17	12	26.4
2021	4	17	13	26.54
2021	4	17	14	26.57
2021	4	17	15	26.16
2021	4	17	16	25.14
2021	4	17	17	22.3
2021	4	17	18	20.24
2021	4	17	19	19.55
2021	4	17	20	19.01
2021	4	17	21	18.42
2021	4	17	22	17.83
2021	4	17	23	17.33
2021	4	18	0	16.91
2021	4	18	1	16.62
2021	4	18	2	16.33
2021	4	18	3	16.07
2021	4	18	4	15.69
2021	4	18	5	15.57
2021	4	18	6	18.74
2021	4	18	7	22.09
2021	4	18	8	24.9
2021	4	18	9	26.76
2021	4	18	10	27.72
2021	4	18	11	28.31
2021	4	18	12	28.64
2021	4	18	13	28.55
2021	4	18	14	28.12
2021	4	18	15	27.44
2021	4	18	16	26.67
2021	4	18	17	24.76
2021	4	18	18	22.12
2021	4	18	19	20.56
2021	4	18	20	19.21
2021	4	18	21	18.17
2021	4	18	22	17.34
2021	4	18	23	16.72
2021	4	19	0	16.26
2021	4	19	1	15.89
2021	4	19	2	15.69
2021	4	19	3	15.68
2021	4	19	4	15.61
2021	4	19	5	15.66
2021	4	19	6	19.91
2021	4	19	7	24.28
2021	4	19	8	26.83
2021	4	19	9	28.51
2021	4	19	10	29.78
2021	4	19	11	30.63
2021	4	19	12	31.08
2021	4	19	13	31.12
2021	4	19	14	30.72
2021	4	19	15	29.8
2021	4	19	16	28.37
2021	4	19	17	25.72
2021	4	19	18	22.03
2021	4	19	19	20.4
2021	4	19	20	19.04
2021	4	19	21	18.09
2021	4	19	22	17.32
2021	4	19	23	16.85
2021	4	20	0	16.6
2021	4	20	1	16.38
2021	4	20	2	16.29
2021	4	20	3	16.54
2021	4	20	4	16.73
2021	4	20	5	16.69
2021	4	20	6	20.05
2021	4	20	7	24.23
2021	4	20	8	26.95
2021	4	20	9	28.55
2021	4	20	10	29.81
2021	4	20	11	30.69
2021	4	20	12	31.15
2021	4	20	13	31.17
2021	4	20	14	30.74
2021	4	20	15	29.83
2021	4	20	16	28.49
2021	4	20	17	26.06
2021	4	20	18	22.69
2021	4	20	19	20.81
2021	4	20	20	19.48
2021	4	20	21	18.56
2021	4	20	22	18.44
2021	4	20	23	18.9
2021	4	21	0	19.43
2021	4	21	1	19.99
2021	4	21	2	20.4
2021	4	21	3	20.44
2021	4	21	4	20.16
2021	4	21	5	19.9
2021	4	21	6	21.82
2021	4	21	7	25.55
2021	4	21	8	27.69
2021	4	21	9	28.93
2021	4	21	10	29.75
2021	4	21	11	30.39
2021	4	21	12	30.73
2021	4	21	13	30.69
2021	4	21	14	30.41
2021	4	21	15	29.66
2021	4	21	16	28.46
2021	4	21	17	26.26
2021	4	21	18	23.09
2021	4	21	19	21.55
2021	4	21	20	20.08
2021	4	21	21	19.03
2021	4	21	22	18.06
2021	4	21	23	17.37
2021	4	22	0	17.07
2021	4	22	1	16.97
2021	4	22	2	16.99
2021	4	22	3	17.12
2021	4	22	4	17.33
2021	4	22	5	18.01
2021	4	22	6	20.94
2021	4	22	7	24.74
2021	4	22	8	27.16
2021	4	22	9	28.86
2021	4	22	10	30.15
2021	4	22	11	30.99
2021	4	22	12	31.38
2021	4	22	13	31.31
2021	4	22	14	30.74
2021	4	22	15	29.66
2021	4	22	16	28.05
2021	4	22	17	25.37
2021	4	22	18	21.56
2021	4	22	19	20.13
2021	4	22	20	18.93
2021	4	22	21	17.94
2021	4	22	22	17.12
2021	4	22	23	16.44
2021	4	23	0	15.87
2021	4	23	1	15.37
2021	4	23	2	14.9
2021	4	23	3	14.38
2021	4	23	4	13.87
2021	4	23	5	14.28
2021	4	23	6	19.58
2021	4	23	7	23.92
2021	4	23	8	26.77
2021	4	23	9	28.54
2021	4	23	10	29.92
2021	4	23	11	30.9
2021	4	23	12	31.46
2021	4	23	13	31.6
2021	4	23	14	31.3
2021	4	23	15	30.58
2021	4	23	16	29.37
2021	4	23	17	26.8
2021	4	23	18	23
2021	4	23	19	21.67
2021	4	23	20	21.26
2021	4	23	21	20.6
2021	4	23	22	19.55
2021	4	23	23	18.55
2021	4	24	0	17.87
2021	4	24	1	17.62
2021	4	24	2	17.33
2021	4	24	3	16.85
2021	4	24	4	16.16
2021	4	24	5	16.14
2021	4	24	6	21.12
2021	4	24	7	25.52
2021	4	24	8	27.72
2021	4	24	9	29.21
2021	4	24	10	30.41
2021	4	24	11	31.26
2021	4	24	12	31.68
2021	4	24	13	31.63
2021	4	24	14	31.19
2021	4	24	15	30.33
2021	4	24	16	29.01
2021	4	24	17	26.07
2021	4	24	18	21.85
2021	4	24	19	20.69
2021	4	24	20	19.91
2021	4	24	21	19.39
2021	4	24	22	18.94
2021	4	24	23	18.55
2021	4	25	0	18.19
2021	4	25	1	17.88
2021	4	25	2	17.71
2021	4	25	3	17.58
2021	4	25	4	17.38
2021	4	25	5	17.8
2021	4	25	6	22.13
2021	4	25	7	26.19
2021	4	25	8	28.6
2021	4	25	9	30.1
2021	4	25	10	31.16
2021	4	25	11	31.91
2021	4	25	12	32.1
2021	4	25	13	31.98
2021	4	25	14	31.5
2021	4	25	15	30.67
2021	4	25	16	29.52
2021	4	25	17	27.03
2021	4	25	18	23.38
2021	4	25	19	22.19
2021	4	25	20	21.29
2021	4	25	21	20.85
2021	4	25	22	20.8
2021	4	25	23	20.97
2021	4	26	0	20.98
2021	4	26	1	21.15
2021	4	26	2	21.22
2021	4	26	3	21.2
2021	4	26	4	21.05
2021	4	26	5	21.26
2021	4	26	6	22.88
2021	4	26	7	26.14
2021	4	26	8	27.94
2021	4	26	9	29.12
2021	4	26	10	30.08
2021	4	26	11	30.81
2021	4	26	12	31.18
2021	4	26	13	31.15
2021	4	26	14	30.63
2021	4	26	15	29.68
2021	4	26	16	28.26
2021	4	26	17	26.08
2021	4	26	18	23.16
2021	4	26	19	21.73
2021	4	26	20	20.69
2021	4	26	21	19.98
2021	4	26	22	19.8
2021	4	26	23	19.93
2021	4	27	0	20.27
2021	4	27	1	20.23
2021	4	27	2	19.74
2021	4	27	3	19.06
2021	4	27	4	18.38
2021	4	27	5	18.49
2021	4	27	6	22.55
2021	4	27	7	26.1
2021	4	27	8	28.63
2021	4	27	9	30.27
2021	4	27	10	31.24
2021	4	27	11	31.6
2021	4	27	12	31.75
2021	4	27	13	31.67
2021	4	27	14	31.41
2021	4	27	15	30.81
2021	4	27	16	29.77
2021	4	27	17	27.55
2021	4	27	18	24.41
2021	4	27	19	23.3
2021	4	27	20	22.75
2021	4	27	21	22.65
2021	4	27	22	22.69
2021	4	27	23	22.33
2021	4	28	0	22.05
2021	4	28	1	22.01
2021	4	28	2	22.24
2021	4	28	3	22.28
2021	4	28	4	22.19
2021	4	28	5	21.99
2021	4	28	6	23.73
2021	4	28	7	27.13
2021	4	28	8	28.99
2021	4	28	9	30.19
2021	4	28	10	31.26
2021	4	28	11	32.04
2021	4	28	12	32.23
2021	4	28	13	31.44
2021	4	28	14	31.51
2021	4	28	15	30.99
2021	4	28	16	29.9
2021	4	28	17	27.79
2021	4	28	18	24.54
2021	4	28	19	23.23
2021	4	28	20	22.08
2021	4	28	21	21.76
2021	4	28	22	21.73
2021	4	28	23	21.51
2021	4	29	0	21.05
2021	4	29	1	21.19
2021	4	29	2	21.41
2021	4	29	3	21.65
2021	4	29	4	21.48
2021	4	29	5	21.42
2021	4	29	6	23.64
2021	4	29	7	27.4
2021	4	29	8	29.93
2021	4	29	9	31.47
2021	4	29	10	32.56
2021	4	29	11	33.32
2021	4	29	12	33.71
2021	4	29	13	33.59
2021	4	29	14	33.09
2021	4	29	15	32.24
2021	4	29	16	31
2021	4	29	17	28.5
2021	4	29	18	25.23
2021	4	29	19	23.96
2021	4	29	20	22.91
2021	4	29	21	22.14
2021	4	29	22	21.51
2021	4	29	23	20.94
2021	4	30	0	20.37
2021	4	30	1	20.09
2021	4	30	2	19.91
2021	4	30	3	19.7
2021	4	30	4	19.29
2021	4	30	5	19.23
2021	4	30	6	23.03
2021	4	30	7	26.51
2021	4	30	8	28.92
2021	4	30	9	30.46
2021	4	30	10	31.58
2021	4	30	11	32.26
2021	4	30	12	32.57
2021	4	30	13	32.55
2021	4	30	14	32.24
2021	4	30	15	31.55
2021	4	30	16	30.36
2021	4	30	17	27.82
2021	4	30	18	24
2021	4	30	19	22.78
2021	4	30	20	22.08
2021	4	30	21	21.68
2021	4	30	22	21.37
2021	4	30	23	21.12
2021	5	1	0	21.11
2021	5	1	1	21.43
2021	5	1	2	21.62
2021	5	1	3	21.51
2021	5	1	4	20.9
2021	5	1	5	20.3
2021	5	1	6	21.91
2021	5	1	7	24.38
2021	5	1	8	26.33
2021	5	1	9	28.04
2021	5	1	10	29.5
2021	5	1	11	31.48
2021	5	1	12	32.59
2021	5	1	13	32.87
2021	5	1	14	32.45
2021	5	1	15	31.35
2021	5	1	16	29.92
2021	5	1	17	27.63
2021	5	1	18	24.26
2021	5	1	19	23.19
2021	5	1	20	22.25
2021	5	1	21	21.44
2021	5	1	22	19.91
2021	5	1	23	19.09
2021	5	2	0	18.63
2021	5	2	1	18.05
2021	5	2	2	17.39
2021	5	2	3	17.08
2021	5	2	4	16.77
2021	5	2	5	17.32
2021	5	2	6	22.23
2021	5	2	7	25.99
2021	5	2	8	28.42
2021	5	2	9	30.02
2021	5	2	10	31.19
2021	5	2	11	32.05
2021	5	2	12	32.48
2021	5	2	13	32.53
2021	5	2	14	32.14
2021	5	2	15	31.24
2021	5	2	16	29.8
2021	5	2	17	26.9
2021	5	2	18	22.53
2021	5	2	19	21.08
2021	5	2	20	20.01
2021	5	2	21	19.3
2021	5	2	22	18.79
2021	5	2	23	18.26
2021	5	3	0	17.69
2021	5	3	1	17.01
2021	5	3	2	16.34
2021	5	3	3	15.83
2021	5	3	4	15.4
2021	5	3	5	15.75
2021	5	3	6	21.14
2021	5	3	7	25.56
2021	5	3	8	28.4
2021	5	3	9	30.1
2021	5	3	10	31.37
2021	5	3	11	32.27
2021	5	3	12	32.76
2021	5	3	13	32.8
2021	5	3	14	32.4
2021	5	3	15	31.53
2021	5	3	16	30.19
2021	5	3	17	27.15
2021	5	3	18	22.69
2021	5	3	19	21.42
2021	5	3	20	21.08
2021	5	3	21	20.77
2021	5	3	22	20.08
2021	5	3	23	19.48
2021	5	4	0	19.08
2021	5	4	1	18.75
2021	5	4	2	18.43
2021	5	4	3	18.19
2021	5	4	4	17.9
2021	5	4	5	17.98
2021	5	4	6	21.96
2021	5	4	7	26.42
2021	5	4	8	28.6
2021	5	4	9	30.13
2021	5	4	10	31.33
2021	5	4	11	32.22
2021	5	4	12	32.7
2021	5	4	13	32.78
2021	5	4	14	32.4
2021	5	4	15	31.55
2021	5	4	16	30.23
2021	5	4	17	27.18
2021	5	4	18	22.66
2021	5	4	19	21.29
2021	5	4	20	20.55
2021	5	4	21	20.62
2021	5	4	22	20.83
2021	5	4	23	20.73
2021	5	5	0	20.43
2021	5	5	1	20.14
2021	5	5	2	20.02
2021	5	5	3	19.97
2021	5	5	4	19.9
2021	5	5	5	20.15
2021	5	5	6	22.93
2021	5	5	7	26.54
2021	5	5	8	28.51
2021	5	5	9	30.13
2021	5	5	10	31.55
2021	5	5	11	32.62
2021	5	5	12	33.23
2021	5	5	13	33.4
2021	5	5	14	33.08
2021	5	5	15	32.19
2021	5	5	16	30.73
2021	5	5	17	27.76
2021	5	5	18	22.94
2021	5	5	19	21.24
2021	5	5	20	20
2021	5	5	21	19.33
2021	5	5	22	19.28
2021	5	5	23	19.17
2021	5	6	0	18.94
2021	5	6	1	18.78
2021	5	6	2	18.68
2021	5	6	3	18.62
2021	5	6	4	18.5
2021	5	6	5	18.63
2021	5	6	6	22.34
2021	5	6	7	26.4
2021	5	6	8	28.91
2021	5	6	9	30.53
2021	5	6	10	31.8
2021	5	6	11	32.66
2021	5	6	12	33.12
2021	5	6	13	33.12
2021	5	6	14	32.67
2021	5	6	15	31.8
2021	5	6	16	30.47
2021	5	6	17	27.62
2021	5	6	18	23.05
2021	5	6	19	21.52
2021	5	6	20	20.43
2021	5	6	21	19.76
2021	5	6	22	19.26
2021	5	6	23	18.9
2021	5	7	0	18.65
2021	5	7	1	18.65
2021	5	7	2	18.87
2021	5	7	3	19.36
2021	5	7	4	19.6
2021	5	7	5	19.57
2021	5	7	6	22.65
2021	5	7	7	26.69
2021	5	7	8	28.9
2021	5	7	9	30.6
2021	5	7	10	32.19
2021	5	7	11	33.28
2021	5	7	12	33.83
2021	5	7	13	33.89
2021	5	7	14	33.42
2021	5	7	15	32.39
2021	5	7	16	31.03
2021	5	7	17	28.73
2021	5	7	18	25.87
2021	5	7	19	25.01
2021	5	7	20	24.12
2021	5	7	21	22.96
2021	5	7	22	22.28
2021	5	7	23	22
2021	5	8	0	21.81
2021	5	8	1	21.59
2021	5	8	2	21.18
2021	5	8	3	20.81
2021	5	8	4	20.56
2021	5	8	5	20.83
2021	5	8	6	24.32
2021	5	8	7	27.49
2021	5	8	8	29.4
2021	5	8	9	31.1
2021	5	8	10	32.54
2021	5	8	11	33.57
2021	5	8	12	34.12
2021	5	8	13	34.26
2021	5	8	14	33.84
2021	5	8	15	33.01
2021	5	8	16	31.71
2021	5	8	17	29.5
2021	5	8	18	25.94
2021	5	8	19	24.51
2021	5	8	20	23.48
2021	5	8	21	22.96
2021	5	8	22	22.49
2021	5	8	23	21.61
2021	5	9	0	20.6
2021	5	9	1	19.72
2021	5	9	2	18.99
2021	5	9	3	18.52
2021	5	9	4	18.12
2021	5	9	5	18.77
2021	5	9	6	23.4
2021	5	9	7	27.4
2021	5	9	8	30.18
2021	5	9	9	31.87
2021	5	9	10	33.15
2021	5	9	11	34.01
2021	5	9	12	34.38
2021	5	9	13	34.26
2021	5	9	14	33.74
2021	5	9	15	32.85
2021	5	9	16	31.57
2021	5	9	17	29.45
2021	5	9	18	25.7
2021	5	9	19	24.15
2021	5	9	20	22.94
2021	5	9	21	22.37
2021	5	9	22	21.72
2021	5	9	23	21.07
2021	5	10	0	20.69
2021	5	10	1	20.48
2021	5	10	2	20.34
2021	5	10	3	20.37
2021	5	10	4	20.51
2021	5	10	5	21.11
2021	5	10	6	24.4
2021	5	10	7	28.12
2021	5	10	8	30.29
2021	5	10	9	31.83
2021	5	10	10	33.11
2021	5	10	11	34.01
2021	5	10	12	34.51
2021	5	10	13	34.55
2021	5	10	14	34.19
2021	5	10	15	33.37
2021	5	10	16	32.14
2021	5	10	17	30.13
2021	5	10	18	26.74
2021	5	10	19	25.28
2021	5	10	20	24.11
2021	5	10	21	23.05
2021	5	10	22	22.23
2021	5	10	23	21.63
2021	5	11	0	21.12
2021	5	11	1	20.65
2021	5	11	2	20.27
2021	5	11	3	19.9
2021	5	11	4	19.54
2021	5	11	5	20.33
2021	5	11	6	25.48
2021	5	11	7	29.4
2021	5	11	8	31.43
2021	5	11	9	32.79
2021	5	11	10	33.8
2021	5	11	11	34.66
2021	5	11	12	35.21
2021	5	11	13	35.44
2021	5	11	14	35.19
2021	5	11	15	34.42
2021	5	11	16	33.26
2021	5	11	17	31.36
2021	5	11	18	28.63
2021	5	11	19	27.29
2021	5	11	20	25.94
2021	5	11	21	24.85
2021	5	11	22	24.01
2021	5	11	23	23.37
2021	5	12	0	22.89
2021	5	12	1	22.3
2021	5	12	2	21.76
2021	5	12	3	21.25
2021	5	12	4	20.67
2021	5	12	5	21.41
2021	5	12	6	25.6
2021	5	12	7	29.14
2021	5	12	8	31.15
2021	5	12	9	32.53
2021	5	12	10	33.69
2021	5	12	11	34.65
2021	5	12	12	35.28
2021	5	12	13	35.37
2021	5	12	14	34.88
2021	5	12	15	34.05
2021	5	12	16	32.78
2021	5	12	17	30.96
2021	5	12	18	28.51
2021	5	12	19	27.23
2021	5	12	20	26.13
2021	5	12	21	25.31
2021	5	12	22	24.58
2021	5	12	23	23.94
2021	5	13	0	23.19
2021	5	13	1	22.37
2021	5	13	2	21.71
2021	5	13	3	21.06
2021	5	13	4	20.52
2021	5	13	5	21.23
2021	5	13	6	25.45
2021	5	13	7	29.35
2021	5	13	8	31.21
2021	5	13	9	32.72
2021	5	13	10	33.95
2021	5	13	11	34.83
2021	5	13	12	35.26
2021	5	13	13	35.17
2021	5	13	14	34.79
2021	5	13	15	33.87
2021	5	13	16	32.59
2021	5	13	17	30.75
2021	5	13	18	28.04
2021	5	13	19	26.58
2021	5	13	20	25.46
2021	5	13	21	24.51
2021	5	13	22	23.61
2021	5	13	23	22.74
2021	5	14	0	21.9
2021	5	14	1	21.2
2021	5	14	2	20.62
2021	5	14	3	20.15
2021	5	14	4	19.79
2021	5	14	5	20.53
2021	5	14	6	25.3
2021	5	14	7	29.15
2021	5	14	8	31.23
2021	5	14	9	32.66
2021	5	14	10	33.87
2021	5	14	11	34.65
2021	5	14	12	35.12
2021	5	14	13	34.99
2021	5	14	14	34.51
2021	5	14	15	33.53
2021	5	14	16	32.37
2021	5	14	17	30.51
2021	5	14	18	27.8
2021	5	14	19	26.66
2021	5	14	20	25.2
2021	5	14	21	24.17
