Y	M	D	H	T
2021	6	28	19	25.57
2021	6	28	20	24.6
2021	6	28	21	23.82
2021	6	28	22	23.14
2021	6	28	23	22.49
2021	6	29	0	21.87
2021	6	29	1	21.32
2021	6	29	2	20.8
2021	6	29	3	20.33
2021	6	29	4	19.91
2021	6	29	5	21.15
2021	6	29	6	24.37
2021	6	29	7	27.61
2021	6	29	8	29.36
2021	6	29	9	30.87
2021	6	29	10	32.18
2021	6	29	11	33.12
2021	6	29	12	33.69
2021	6	29	13	33.87
2021	6	29	14	33.63
2021	6	29	15	32.93
2021	6	29	16	31.76
2021	6	29	17	30.08
2021	6	29	18	26.92
2021	6	29	19	25.32
2021	6	29	20	24.25
2021	6	29	21	23.34
2021	6	29	22	22.62
2021	6	29	23	21.98
2021	6	30	0	21.39
2021	6	30	1	20.88
2021	6	30	2	20.43
2021	6	30	3	20.04
2021	6	30	4	19.67
2021	6	30	5	21.34
2021	6	30	6	25.23
2021	6	30	7	28.36
2021	6	30	8	30.17
2021	6	30	9	31.58
2021	6	30	10	32.75
2021	6	30	11	33.68
2021	6	30	12	34.3
2021	6	30	13	34.57
2021	6	30	14	34.49
2021	6	30	15	33.99
2021	6	30	16	33.05
2021	6	30	17	31.48
2021	6	30	18	28.14
2021	6	30	19	26.62
2021	6	30	20	25.45
2021	6	30	21	24.3
2021	6	30	22	23.55
2021	6	30	23	22.96
2021	7	1	0	22.45
2021	7	1	1	22.01
2021	7	1	2	21.62
2021	7	1	3	21.28
2021	7	1	4	20.87
2021	7	1	5	21.42
2021	7	1	6	24.27
2021	7	1	7	27.48
2021	7	1	8	29.34
2021	7	1	9	30.94
2021	7	1	10	32.27
2021	7	1	11	33.2
2021	7	1	12	33.73
2021	7	1	13	33.88
2021	7	1	14	33.69
2021	7	1	15	33.06
2021	7	1	16	32.01
2021	7	1	17	30.4
2021	7	1	18	27.34
2021	7	1	19	25.73
2021	7	1	20	24.73
2021	7	1	21	23.81
2021	7	1	22	22.99
2021	7	1	23	22.37
2021	7	2	0	21.94
2021	7	2	1	21.65
2021	7	2	2	21.44
2021	7	2	3	21.12
2021	7	2	4	20.69
2021	7	2	5	21.8
2021	7	2	6	25.19
2021	7	2	7	28.3
2021	7	2	8	30.08
2021	7	2	9	31.58
2021	7	2	10	32.83
2021	7	2	11	33.76
2021	7	2	12	34.33
2021	7	2	13	34.44
2021	7	2	14	33.99
2021	7	2	15	33.08
2021	7	2	16	31.8
2021	7	2	17	30.15
2021	7	2	18	27.65
2021	7	2	19	26.17
2021	7	2	20	25.12
2021	7	2	21	24.25
2021	7	2	22	23.63
2021	7	2	23	23.24
2021	7	3	0	22.86
2021	7	3	1	22.48
2021	7	3	2	22.14
2021	7	3	3	21.65
2021	7	3	4	21.13
2021	7	3	5	21.93
2021	7	3	6	24.94
2021	7	3	7	28.06
2021	7	3	8	29.81
2021	7	3	9	31.17
2021	7	3	10	32.3
2021	7	3	11	33.15
2021	7	3	12	33.72
2021	7	3	13	33.91
2021	7	3	14	33.69
2021	7	3	15	33.01
2021	7	3	16	31.77
2021	7	3	17	29.9
2021	7	3	18	26.52
2021	7	3	19	24.08
2021	7	3	20	22.78
2021	7	3	21	21.95
2021	7	3	22	21.4
2021	7	3	23	21.05
2021	7	4	0	20.74
2021	7	4	1	20.34
2021	7	4	2	19.94
2021	7	4	3	19.64
2021	7	4	4	19.44
2021	7	4	5	21.18
2021	7	4	6	25.56
2021	7	4	7	29.01
2021	7	4	8	31.06
2021	7	4	9	32.53
2021	7	4	10	33.75
2021	7	4	11	34.48
2021	7	4	12	34.95
2021	7	4	13	35.08
2021	7	4	14	34.79
2021	7	4	15	34.12
2021	7	4	16	33.09
2021	7	4	17	31.46
2021	7	4	18	27.69
2021	7	4	19	26.22
2021	7	4	20	25.21
2021	7	4	21	24.3
2021	7	4	22	23.53
2021	7	4	23	22.83
2021	7	5	0	21.99
2021	7	5	1	21.44
2021	7	5	2	21.08
2021	7	5	3	20.94
2021	7	5	4	20.97
2021	7	5	5	22.76
2021	7	5	6	26.7
2021	7	5	7	30.3
2021	7	5	8	32.44
2021	7	5	9	33.96
2021	7	5	10	35.13
2021	7	5	11	35.98
2021	7	5	12	36.51
2021	7	5	13	36.68
2021	7	5	14	36.44
2021	7	5	15	35.74
2021	7	5	16	34.46
2021	7	5	17	32.79
2021	7	5	18	29.51
2021	7	5	19	28.05
2021	7	5	20	27.1
2021	7	5	21	26.41
2021	7	5	22	25.74
2021	7	5	23	25.12
2021	7	6	0	25.03
2021	7	6	1	25.2
2021	7	6	2	25.15
2021	7	6	3	24.96
2021	7	6	4	24.4
2021	7	6	5	25.14
2021	7	6	6	28.58
2021	7	6	7	31.14
2021	7	6	8	32.98
2021	7	6	9	34.62
2021	7	6	10	35.83
2021	7	6	11	36.69
2021	7	6	12	37.25
2021	7	6	13	37.37
2021	7	6	14	37.12
2021	7	6	15	36.44
2021	7	6	16	35.42
2021	7	6	17	33.73
2021	7	6	18	30.21
2021	7	6	19	29.07
2021	7	6	20	28.14
2021	7	6	21	27.4
2021	7	6	22	26.9
2021	7	6	23	26.4
2021	7	7	0	25.94
2021	7	7	1	25.64
2021	7	7	2	25.22
2021	7	7	3	24.87
2021	7	7	4	24.44
2021	7	7	5	24.68
2021	7	7	6	27.08
2021	7	7	7	30.71
2021	7	7	8	32.86
2021	7	7	9	34.36
2021	7	7	10	35.59
2021	7	7	11	36.48
2021	7	7	12	36.98
2021	7	7	13	37.16
2021	7	7	14	36.93
2021	7	7	15	36.24
2021	7	7	16	35.01
2021	7	7	17	33.08
2021	7	7	18	29.02
2021	7	7	19	27.11
2021	7	7	20	25.84
2021	7	7	21	24.8
2021	7	7	22	24.05
2021	7	7	23	23.52
2021	7	8	0	23.08
2021	7	8	1	22.65
2021	7	8	2	22.19
2021	7	8	3	21.74
2021	7	8	4	21.33
2021	7	8	5	22.14
2021	7	8	6	25.18
2021	7	8	7	28.3
2021	7	8	8	30.16
2021	7	8	9	31.87
2021	7	8	10	33.34
2021	7	8	11	34.42
2021	7	8	12	35.03
2021	7	8	13	35.17
2021	7	8	14	34.87
2021	7	8	15	34.13
2021	7	8	16	32.92
2021	7	8	17	31.19
2021	7	8	18	28.12
2021	7	8	19	26.73
2021	7	8	20	25.73
2021	7	8	21	24.94
2021	7	8	22	24.19
2021	7	8	23	23.44
2021	7	9	0	22.75
2021	7	9	1	22.26
2021	7	9	2	21.9
2021	7	9	3	21.57
2021	7	9	4	21.23
2021	7	9	5	22.01
2021	7	9	6	24.29
2021	7	9	7	27.08
2021	7	9	8	29
2021	7	9	9	30.61
2021	7	9	10	31.93
2021	7	9	11	32.79
2021	7	9	12	33.19
2021	7	9	13	33.15
2021	7	9	14	32.46
2021	7	9	15	31.3
2021	7	9	16	30.33
2021	7	9	17	29.46
2021	7	9	18	28.07
2021	7	9	19	26.65
2021	7	9	20	25.41
2021	7	9	21	24.33
2021	7	9	22	23.5
2021	7	9	23	22.73
2021	7	10	0	22.12
2021	7	10	1	21.56
2021	7	10	2	20.97
2021	7	10	3	20.43
2021	7	10	4	20.08
2021	7	10	5	20.97
2021	7	10	6	23.73
2021	7	10	7	27.49
2021	7	10	8	30.23
2021	7	10	9	32.08
2021	7	10	10	33.33
2021	7	10	11	34.19
2021	7	10	12	34.79
2021	7	10	13	34.88
2021	7	10	14	34.58
2021	7	10	15	33.83
2021	7	10	16	32.63
2021	7	10	17	31.12
2021	7	10	18	28.57
2021	7	10	19	27.27
2021	7	10	20	26.3
2021	7	10	21	25.39
2021	7	10	22	24.49
2021	7	10	23	23.8
2021	7	11	0	23.19
2021	7	11	1	22.17
2021	7	11	2	21.4
2021	7	11	3	20.96
2021	7	11	4	20.55
2021	7	11	5	21.1
2021	7	11	6	23.9
2021	7	11	7	26.82
2021	7	11	8	28.68
2021	7	11	9	30.4
2021	7	11	10	31.85
2021	7	11	11	32.96
2021	7	11	12	33.64
2021	7	11	13	33.87
2021	7	11	14	33.63
2021	7	11	15	32.95
2021	7	11	16	31.81
2021	7	11	17	30.14
2021	7	11	18	26.99
2021	7	11	19	25.37
2021	7	11	20	24.24
2021	7	11	21	23.23
2021	7	11	22	22.35
2021	7	11	23	21.59
2021	7	12	0	20.95
2021	7	12	1	20.47
2021	7	12	2	20.08
2021	7	12	3	19.85
2021	7	12	4	19.72
2021	7	12	5	21.49
2021	7	12	6	26.15
2021	7	12	7	30.12
2021	7	12	8	31.98
2021	7	12	9	33.21
2021	7	12	10	34.23
2021	7	12	11	34.98
2021	7	12	12	35.55
2021	7	12	13	35.96
2021	7	12	14	35.92
2021	7	12	15	35.28
2021	7	12	16	34.2
2021	7	12	17	32.3
2021	7	12	18	28.36
2021	7	12	19	26.7
2021	7	12	20	25.95
2021	7	12	21	25.3
2021	7	12	22	24.49
2021	7	12	23	23.72
2021	7	13	0	23.1
2021	7	13	1	22.53
2021	7	13	2	21.94
2021	7	13	3	21.36
2021	7	13	4	20.72
2021	7	13	5	21.45
2021	7	13	6	24.49
2021	7	13	7	27.67
2021	7	13	8	29.72
2021	7	13	9	31.45
2021	7	13	10	32.86
2021	7	13	11	33.83
2021	7	13	12	34.34
2021	7	13	13	34.46
2021	7	13	14	34.13
2021	7	13	15	33.31
2021	7	13	16	32.01
2021	7	13	17	30.21
2021	7	13	18	27.38
2021	7	13	19	25.99
2021	7	13	20	25.02
2021	7	13	21	24.01
2021	7	13	22	23.23
2021	7	13	23	22.52
2021	7	14	0	21.95
2021	7	14	1	21.48
2021	7	14	2	21.05
2021	7	14	3	20.53
2021	7	14	4	19.92
2021	7	14	5	21.09
2021	7	14	6	24.97
2021	7	14	7	28.75
2021	7	14	8	30.65
2021	7	14	9	32.08
2021	7	14	10	33.22
2021	7	14	11	34.01
2021	7	14	12	34.49
2021	7	14	13	34.59
2021	7	14	14	34.32
2021	7	14	15	33.62
2021	7	14	16	32.56
2021	7	14	17	31.08
2021	7	14	18	28.12
2021	7	14	19	26.5
2021	7	14	20	25.35
2021	7	14	21	24.39
2021	7	14	22	23.67
2021	7	14	23	23.06
2021	7	15	0	22.57
2021	7	15	1	22.11
2021	7	15	2	21.65
2021	7	15	3	21.2
2021	7	15	4	20.81
2021	7	15	5	22.06
2021	7	15	6	25.57
2021	7	15	7	29.05
2021	7	15	8	31.05
2021	7	15	9	32.43
2021	7	15	10	33.55
2021	7	15	11	34.33
2021	7	15	12	34.76
2021	7	15	13	34.72
2021	7	15	14	34.17
2021	7	15	15	33.26
2021	7	15	16	32.02
2021	7	15	17	30.33
2021	7	15	18	27.8
2021	7	15	19	26.3
2021	7	15	20	25.19
2021	7	15	21	24.22
2021	7	15	22	23.37
2021	7	15	23	22.71
2021	7	16	0	22.2
2021	7	16	1	21.93
2021	7	16	2	21.61
2021	7	16	3	21.22
2021	7	16	4	21.03
2021	7	16	5	22.12
2021	7	16	6	24.86
2021	7	16	7	27.94
2021	7	16	8	29.95
2021	7	16	9	31.65
2021	7	16	10	32.99
2021	7	16	11	33.96
2021	7	16	12	34.54
2021	7	16	13	34.68
2021	7	16	14	34.37
2021	7	16	15	33.65
2021	7	16	16	32.57
2021	7	16	17	31.04
2021	7	16	18	28.73
2021	7	16	19	27.12
2021	7	16	20	25.66
2021	7	16	21	24.65
2021	7	16	22	23.8
2021	7	16	23	23.12
2021	7	17	0	22.57
2021	7	17	1	22.09
2021	7	17	2	21.74
2021	7	17	3	21.52
2021	7	17	4	21.26
2021	7	17	5	22.32
2021	7	17	6	25.62
2021	7	17	7	28.73
2021	7	17	8	30.69
2021	7	17	9	32.26
2021	7	17	10	33.5
2021	7	17	11	34.39
2021	7	17	12	34.95
2021	7	17	13	35.15
2021	7	17	14	35
2021	7	17	15	34.4
2021	7	17	16	33.4
2021	7	17	17	31.82
2021	7	17	18	28.82
2021	7	17	19	27.11
2021	7	17	20	26.13
2021	7	17	21	25.46
2021	7	17	22	24.95
2021	7	17	23	24.5
2021	7	18	0	24.06
2021	7	18	1	23.65
2021	7	18	2	23.28
2021	7	18	3	23.01
2021	7	18	4	22.94
2021	7	18	5	24.1
2021	7	18	6	26.94
2021	7	18	7	30.54
2021	7	18	8	32.85
2021	7	18	9	34.39
2021	7	18	10	35.62
2021	7	18	11	36.55
2021	7	18	12	37.14
2021	7	18	13	37.36
2021	7	18	14	37.12
2021	7	18	15	36.51
2021	7	18	16	35.4
2021	7	18	17	33.6
2021	7	18	18	30.09
2021	7	18	19	28.83
2021	7	18	20	27.82
2021	7	18	21	26.9
2021	7	18	22	26.17
2021	7	18	23	25.67
2021	7	19	0	25.28
2021	7	19	1	24.76
2021	7	19	2	24.23
2021	7	19	3	23.75
2021	7	19	4	23.28
2021	7	19	5	24.08
2021	7	19	6	26.89
2021	7	19	7	30.18
2021	7	19	8	32.61
2021	7	19	9	34.18
2021	7	19	10	35.31
2021	7	19	11	35.99
2021	7	19	12	36.26
2021	7	19	13	36.08
2021	7	19	14	35.56
2021	7	19	15	34.7
2021	7	19	16	33.6
2021	7	19	17	32.2
2021	7	19	18	30.59
2021	7	19	19	29.82
2021	7	19	20	28.88
2021	7	19	21	27.98
2021	7	19	22	27.3
2021	7	19	23	26.76
2021	7	20	0	26.26
2021	7	20	1	25.73
2021	7	20	2	25.12
2021	7	20	3	24.51
2021	7	20	4	23.97
2021	7	20	5	24.27
2021	7	20	6	27.24
2021	7	20	7	30.1
2021	7	20	8	32.39
2021	7	20	9	34.07
2021	7	20	10	35.37
2021	7	20	11	36.3
2021	7	20	12	36.83
2021	7	20	13	36.83
2021	7	20	14	36.44
2021	7	20	15	35.59
2021	7	20	16	34.41
2021	7	20	17	32.88
2021	7	20	18	30.63
2021	7	20	19	29.47
2021	7	20	20	28.45
2021	7	20	21	27.61
2021	7	20	22	26.87
2021	7	20	23	26.18
2021	7	21	0	25.5
2021	7	21	1	24.9
2021	7	21	2	24.43
2021	7	21	3	24.01
2021	7	21	4	23.6
2021	7	21	5	24.09
2021	7	21	6	26.79
2021	7	21	7	29.66
2021	7	21	8	31.46
2021	7	21	9	32.72
2021	7	21	10	33.82
2021	7	21	11	34.65
2021	7	21	12	35.01
2021	7	21	13	34.23
2021	7	21	14	32.64
2021	7	21	15	30.53
2021	7	21	16	28.33
2021	7	21	17	26.05
2021	7	21	18	23.97
2021	7	21	19	22.74
2021	7	21	20	22.27
2021	7	21	21	22.15
2021	7	21	22	21.78
2021	7	21	23	21.35
2021	7	22	0	21.2
2021	7	22	1	21.51
2021	7	22	2	21.94
2021	7	22	3	22.06
2021	7	22	4	21.94
2021	7	22	5	22.21
2021	7	22	6	23.17
2021	7	22	7	24.93
2021	7	22	8	27.12
2021	7	22	9	29.18
2021	7	22	10	31.05
2021	7	22	11	32.43
2021	7	22	12	33.21
2021	7	22	13	33.4
2021	7	22	14	32.52
2021	7	22	15	31.63
2021	7	22	16	30.63
2021	7	22	17	29.69
2021	7	22	18	28.9
2021	7	22	19	28.49
2021	7	22	20	28.19
2021	7	22	21	27.65
2021	7	22	22	26.94
2021	7	22	23	26.42
2021	7	23	0	25.8
2021	7	23	1	25.18
2021	7	23	2	24.48
2021	7	23	3	24.08
2021	7	23	4	23.63
2021	7	23	5	23.74
2021	7	23	6	25.32
2021	7	23	7	27.83
2021	7	23	8	30.05
2021	7	23	9	31.71
2021	7	23	10	32.92
2021	7	23	11	33.62
2021	7	23	12	33.8
2021	7	23	13	32.35
2021	7	23	14	31.04
2021	7	23	15	29.85
2021	7	23	16	28.69
2021	7	23	17	27.71
2021	7	23	18	26.8
2021	7	23	19	26.14
2021	7	23	20	25.51
2021	7	23	21	24.83
2021	7	23	22	24.12
2021	7	23	23	23.56
2021	7	24	0	23.09
2021	7	24	1	22.86
2021	7	24	2	22.65
2021	7	24	3	22.4
2021	7	24	4	22.08
2021	7	24	5	22.75
2021	7	24	6	26.12
2021	7	24	7	28.71
2021	7	24	8	30.16
2021	7	24	9	31.29
2021	7	24	10	32.33
2021	7	24	11	33.11
2021	7	24	12	33.12
2021	7	24	13	32.92
2021	7	24	14	32.46
2021	7	24	15	31.68
2021	7	24	16	30.76
2021	7	24	17	29.69
2021	7	24	18	28.03
2021	7	24	19	26.78
2021	7	24	20	25.78
2021	7	24	21	24.94
2021	7	24	22	24.27
2021	7	24	23	23.67
2021	7	25	0	23.19
2021	7	25	1	22.94
2021	7	25	2	22.94
2021	7	25	3	22.94
2021	7	25	4	22.9
2021	7	25	5	23.43
2021	7	25	6	26.18
2021	7	25	7	28.64
2021	7	25	8	30.08
2021	7	25	9	31.3
2021	7	25	10	31.98
2021	7	25	11	32.01
2021	7	25	12	31.78
2021	7	25	13	31.49
2021	7	25	14	30.83
2021	7	25	15	29.89
2021	7	25	16	29.2
2021	7	25	17	28.56
2021	7	25	18	27.68
2021	7	25	19	27.1
2021	7	25	20	26.56
2021	7	25	21	26.31
2021	7	25	22	25.98
2021	7	25	23	25.38
2021	7	26	0	24.65
2021	7	26	1	23.98
2021	7	26	2	23.41
2021	7	26	3	22.98
2021	7	26	4	22.57
2021	7	26	5	23.11
2021	7	26	6	25.1
2021	7	26	7	27.41
2021	7	26	8	28.86
2021	7	26	9	30.12
2021	7	26	10	31.3
2021	7	26	11	32.25
2021	7	26	12	32.71
2021	7	26	13	32.71
2021	7	26	14	32.34
2021	7	26	15	31.58
2021	7	26	16	30.62
2021	7	26	17	29.57
2021	7	26	18	28.25
2021	7	26	19	27.23
2021	7	26	20	26.1
2021	7	26	21	25.06
2021	7	26	22	24.26
2021	7	26	23	23.5
2021	7	27	0	22.87
2021	7	27	1	22.33
2021	7	27	2	21.86
2021	7	27	3	21.47
2021	7	27	4	21.23
2021	7	27	5	21.88
2021	7	27	6	25.14
2021	7	27	7	27.24
2021	7	27	8	28.45
2021	7	27	9	29.28
2021	7	27	10	29.94
2021	7	27	11	30.44
2021	7	27	12	30.81
2021	7	27	13	31.17
2021	7	27	14	31.56
2021	7	27	15	31.58
2021	7	27	16	31.1
2021	7	27	17	29.87
2021	7	27	18	27.4
2021	7	27	19	26.39
2021	7	27	20	25.49
2021	7	27	21	24.58
2021	7	27	22	23.8
2021	7	27	23	23.16
2021	7	28	0	22.68
2021	7	28	1	22.19
2021	7	28	2	21.69
2021	7	28	3	21.14
2021	7	28	4	20.83
2021	7	28	5	21.59
2021	7	28	6	24.91
2021	7	28	7	27.87
2021	7	28	8	29.59
2021	7	28	9	30.9
2021	7	28	10	31.98
2021	7	28	11	32.99
2021	7	28	12	33.83
2021	7	28	13	33.94
2021	7	28	14	33.47
2021	7	28	15	32.51
2021	7	28	16	31.16
2021	7	28	17	29.87
2021	7	28	18	28.32
2021	7	28	19	26.92
2021	7	28	20	25.68
2021	7	28	21	24.8
2021	7	28	22	24.01
2021	7	28	23	23.3
2021	7	29	0	22.86
2021	7	29	1	22.55
2021	7	29	2	22.28
2021	7	29	3	22.05
2021	7	29	4	21.8
2021	7	29	5	22.25
2021	7	29	6	24.65
2021	7	29	7	27.3
2021	7	29	8	29.12
2021	7	29	9	30.57
2021	7	29	10	31.65
2021	7	29	11	32.28
2021	7	29	12	32.05
2021	7	29	13	31.33
2021	7	29	14	30.62
2021	7	29	15	29.75
2021	7	29	16	29.02
2021	7	29	17	28.12
2021	7	29	18	26.39
2021	7	29	19	24.82
2021	7	29	20	23.5
2021	7	29	21	22.5
2021	7	29	22	22.01
2021	7	29	23	21.54
2021	7	30	0	20.84
2021	7	30	1	20.2
2021	7	30	2	19.69
2021	7	30	3	19.19
2021	7	30	4	18.8
2021	7	30	5	19.68
2021	7	30	6	23.33
2021	7	30	7	27.03
2021	7	30	8	29.51
2021	7	30	9	31.09
2021	7	30	10	32.35
2021	7	30	11	33.28
2021	7	30	12	33.88
2021	7	30	13	34.1
2021	7	30	14	33.79
2021	7	30	15	33.04
2021	7	30	16	32.02
2021	7	30	17	30.73
2021	7	30	18	28.83
2021	7	30	19	27.63
2021	7	30	20	26.45
2021	7	30	21	25.57
2021	7	30	22	25.06
2021	7	30	23	24.67
2021	7	31	0	24.25
2021	7	31	1	23.73
2021	7	31	2	23.16
2021	7	31	3	22.6
2021	7	31	4	22.08
2021	7	31	5	22.55
2021	7	31	6	25.9
2021	7	31	7	28.71
2021	7	31	8	30.44
2021	7	31	9	31.83
2021	7	31	10	32.93
2021	7	31	11	33.69
2021	7	31	12	34.1
2021	7	31	13	34.12
2021	7	31	14	33.84
2021	7	31	15	33.23
2021	7	31	16	32.25
2021	7	31	17	30.58
2021	7	31	18	27.48
2021	7	31	19	26.3
2021	7	31	20	25.33
2021	7	31	21	24.47
2021	7	31	22	23.69
2021	7	31	23	23.03
2021	8	1	0	22.5
2021	8	1	1	22.16
2021	8	1	2	22.01
2021	8	1	3	21.99
2021	8	1	4	21.94
2021	8	1	5	22.33
2021	8	1	6	25.11
2021	8	1	7	27.65
2021	8	1	8	29.33
2021	8	1	9	30.82
2021	8	1	10	32.08
2021	8	1	11	32.87
2021	8	1	12	33.12
2021	8	1	13	32.97
2021	8	1	14	32.21
2021	8	1	15	31.39
2021	8	1	16	30.49
2021	8	1	17	29.43
2021	8	1	18	27.82
2021	8	1	19	26.98
2021	8	1	20	26.46
2021	8	1	21	25.9
2021	8	1	22	25.33
2021	8	1	23	24.85
2021	8	2	0	24.51
2021	8	2	1	24.32
2021	8	2	2	24.19
2021	8	2	3	23.97
2021	8	2	4	23.57
2021	8	2	5	23.23
2021	8	2	6	25.69
2021	8	2	7	28.44
2021	8	2	8	30.23
2021	8	2	9	31.64
2021	8	2	10	32.86
2021	8	2	11	33.88
2021	8	2	12	34.63
2021	8	2	13	35.08
2021	8	2	14	35.12
2021	8	2	15	34.59
2021	8	2	16	33.59
2021	8	2	17	31.69
2021	8	2	18	28.42
2021	8	2	19	27.15
2021	8	2	20	26.19
2021	8	2	21	25.3
2021	8	2	22	24.62
2021	8	2	23	24.14
2021	8	3	0	23.95
2021	8	3	1	23.94
2021	8	3	2	23.85
2021	8	3	3	23.23
2021	8	3	4	22.05
2021	8	3	5	22.17
2021	8	3	6	25.87
2021	8	3	7	29.21
2021	8	3	8	31.25
2021	8	3	9	32.76
2021	8	3	10	33.98
2021	8	3	11	34.88
2021	8	3	12	35.37
2021	8	3	13	35.48
2021	8	3	14	35.03
2021	8	3	15	34.23
2021	8	3	16	33.14
2021	8	3	17	31.71
2021	8	3	18	29.51
2021	8	3	19	28.28
2021	8	3	20	27.26
2021	8	3	21	26.26
2021	8	3	22	25.3
2021	8	3	23	24.47
2021	8	4	0	23.59
2021	8	4	1	22.77
2021	8	4	2	22.2
2021	8	4	3	21.74
2021	8	4	4	21.34
2021	8	4	5	22.15
2021	8	4	6	26.2
2021	8	4	7	29.51
2021	8	4	8	31.51
2021	8	4	9	32.94
2021	8	4	10	34.07
2021	8	4	11	34.84
2021	8	4	12	35.29
2021	8	4	13	35.41
2021	8	4	14	35.17
2021	8	4	15	34.51
2021	8	4	16	33.45
2021	8	4	17	31.59
2021	8	4	18	28.44
2021	8	4	19	27.35
2021	8	4	20	26.44
2021	8	4	21	25.52
2021	8	4	22	24.58
2021	8	4	23	23.7
2021	8	5	0	22.93
2021	8	5	1	22.24
2021	8	5	2	21.66
2021	8	5	3	21.18
2021	8	5	4	20.76
2021	8	5	5	21.37
2021	8	5	6	25.44
2021	8	5	7	28.88
2021	8	5	8	30.93
2021	8	5	9	32.44
2021	8	5	10	33.69
2021	8	5	11	34.62
2021	8	5	12	35.26
2021	8	5	13	35.55
2021	8	5	14	35.41
2021	8	5	15	34.92
2021	8	5	16	33.94
2021	8	5	17	32.05
2021	8	5	18	29.22
2021	8	5	19	28.1
2021	8	5	20	27.45
2021	8	5	21	26.8
2021	8	5	22	26.05
2021	8	5	23	25.23
2021	8	6	0	24.48
2021	8	6	1	23.94
2021	8	6	2	23.51
2021	8	6	3	23.17
2021	8	6	4	22.83
2021	8	6	5	23.19
2021	8	6	6	25.72
2021	8	6	7	27.81
2021	8	6	8	29.1
2021	8	6	9	30.53
2021	8	6	10	31.93
2021	8	6	11	33
2021	8	6	12	33.68
2021	8	6	13	33.99
2021	8	6	14	33.94
2021	8	6	15	33.43
2021	8	6	16	32.51
2021	8	6	17	31.11
2021	8	6	18	28.85
2021	8	6	19	27.21
2021	8	6	20	25.88
2021	8	6	21	24.75
2021	8	6	22	24.09
2021	8	6	23	23.44
2021	8	7	0	22.91
2021	8	7	1	22.8
2021	8	7	2	22.87
2021	8	7	3	22.9
2021	8	7	4	22.81
2021	8	7	5	23.23
2021	8	7	6	25.83
2021	8	7	7	28.72
2021	8	7	8	30.79
2021	8	7	9	32.36
2021	8	7	10	33.53
2021	8	7	11	34.44
2021	8	7	12	34.5
2021	8	7	13	34.06
2021	8	7	14	33.01
2021	8	7	15	31.71
2021	8	7	16	30.54
2021	8	7	17	29.43
2021	8	7	18	27.94
2021	8	7	19	26.97
2021	8	7	20	25.98
2021	8	7	21	25.14
2021	8	7	22	24.49
2021	8	7	23	23.84
2021	8	8	0	22.98
2021	8	8	1	21.98
2021	8	8	2	21.28
2021	8	8	3	20.77
2021	8	8	4	20.48
2021	8	8	5	21.37
2021	8	8	6	25.7
2021	8	8	7	29.31
2021	8	8	8	31.4
2021	8	8	9	32.83
2021	8	8	10	33.94
2021	8	8	11	34.73
2021	8	8	12	35.1
2021	8	8	13	35.14
2021	8	8	14	34.73
2021	8	8	15	33.86
2021	8	8	16	32.59
2021	8	8	17	30.66
2021	8	8	18	27.51
2021	8	8	19	26.3
2021	8	8	20	25.5
2021	8	8	21	25.05
2021	8	8	22	24.9
2021	8	8	23	24.57
2021	8	9	0	23.94
2021	8	9	1	23.29
2021	8	9	2	22.84
2021	8	9	3	22.46
2021	8	9	4	22.09
2021	8	9	5	22.44
2021	8	9	6	25.19
2021	8	9	7	28.33
2021	8	9	8	30.54
2021	8	9	9	32.19
2021	8	9	10	33.55
2021	8	9	11	34.57
2021	8	9	12	35.19
2021	8	9	13	35.45
2021	8	9	14	35.2
2021	8	9	15	34.47
2021	8	9	16	33.13
2021	8	9	17	31.23
2021	8	9	18	28.3
2021	8	9	19	26.91
2021	8	9	20	25.78
2021	8	9	21	24.83
2021	8	9	22	23.8
2021	8	9	23	23.16
2021	8	10	0	22.74
2021	8	10	1	22.48
2021	8	10	2	22.14
2021	8	10	3	21.67
2021	8	10	4	21.17
2021	8	10	5	21.4
2021	8	10	6	25.73
2021	8	10	7	29.32
2021	8	10	8	31.43
2021	8	10	9	33
2021	8	10	10	34.23
2021	8	10	11	35.08
2021	8	10	12	35.56
2021	8	10	13	35.65
2021	8	10	14	35.34
2021	8	10	15	34.64
2021	8	10	16	33.51
2021	8	10	17	31.6
2021	8	10	18	28.01
2021	8	10	19	26.59
2021	8	10	20	25.52
2021	8	10	21	24.61
2021	8	10	22	23.87
2021	8	10	23	23.23
2021	8	11	0	22.73
2021	8	11	1	22.33
2021	8	11	2	22.1
2021	8	11	3	21.98
2021	8	11	4	21.39
2021	8	11	5	21.18
2021	8	11	6	23.78
2021	8	11	7	27.51
2021	8	11	8	29.72
2021	8	11	9	31.37
2021	8	11	10	32.73
2021	8	11	11	33.76
2021	8	11	12	34.39
2021	8	11	13	34.55
2021	8	11	14	34.19
2021	8	11	15	33.24
2021	8	11	16	31.74
2021	8	11	17	29.65
2021	8	11	18	26.57
2021	8	11	19	25.23
2021	8	11	20	24.35
2021	8	11	21	23.57
2021	8	11	22	22.83
2021	8	11	23	22.29
2021	8	12	0	21.89
2021	8	12	1	21.8
2021	8	12	2	21.44
2021	8	12	3	21.1
2021	8	12	4	20.7
2021	8	12	5	20.9
2021	8	12	6	23.24
2021	8	12	7	26.25
2021	8	12	8	28.04
2021	8	12	9	29.68
2021	8	12	10	31.25
2021	8	12	11	32.35
2021	8	12	12	32.9
2021	8	12	13	33.06
2021	8	12	14	32.83
